area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,2013,"Anarrhichthys ocellatus","Wolf-eel","Large demersals (>=90 cm)","Perch-likes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.7868055929,2182.5024594007655
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Direct human consumption,1224.6255682893,3995381.146718287
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.6129257099,268.8962958512535
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Other,0.6129257099,268.8962958512535
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.0005354850
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.0538544946
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pole and line,,0.0001529957
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0002226000
"Gulf of Alaska",lme,2013,"Sebastes aleutianus","Rougheye rockfish","Large bathydemersals (>=90 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.1405718739
"Gulf of Alaska",lme,2013,"Sebastes auriculatus","Brown rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.0030500276,9.258734598568818
"Gulf of Alaska",lme,2013,"Sebastes auriculatus","Brown rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0000015265,0.0005694002713571344
"Gulf of Alaska",lme,2013,"Sebastes auriculatus","Brown rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0000015265,0.0005694002713571344
"Gulf of Alaska",lme,2013,"Sebastes auriculatus","Brown rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.1495193786
"Gulf of Alaska",lme,2013,"Sebastes auriculatus","Brown rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,15.2828144518,46392.867104618155
"Gulf of Alaska",lme,2013,"Sebastes aurora","Aurora rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.0048580279
"Gulf of Alaska",lme,2013,"Sebastes aurora","Aurora rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0002115071
"Gulf of Alaska",lme,2013,"Sebastes aurora","Aurora rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0000705024
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.1354545662
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0070062707
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pole and line,,0.0046708471
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0280567732
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.8954786767
"Gulf of Alaska",lme,2013,"Sebastes babcocki","Redbanded rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0014028387,1.0865540703377816
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.5445440091
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.8156474642
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.8670636368
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,25.3622668800,24760.70465624583
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0126938273,4.152105761136572
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0126938273,4.152105761136572
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.6089417943,594.4984332003265
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0003047757,0.09969103883540303
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0003047757,0.09969103883540303
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0234304770
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.1358967669
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.0031851747,3.1096262373162133
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0000015942,0.0005214511135362722
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0000015942,0.0005214511135362722
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.6771681455,661.1065380534269
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0003389230,0.11086050673781138
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0003389230,0.11086050673781138
"Gulf of Alaska",lme,2013,"Sebastes crameri","Darkblotched rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0001030941
"Gulf of Alaska",lme,2013,"Sebastes elongatus","Greenstriped rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.4861633368
"Gulf of Alaska",lme,2013,"Sebastes elongatus","Greenstriped rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0489660915
"Gulf of Alaska",lme,2013,"Sebastes elongatus","Greenstriped rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0215647817
"Gulf of Alaska",lme,2013,"Sebastes elongatus","Greenstriped rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0026884095
"Gulf of Alaska",lme,2013,"Sebastes elongatus","Greenstriped rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.2371450409,128.59330752403096
"Gulf of Alaska",lme,2013,"Sebastes goodei","Chilipepper rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.0304840572
"Gulf of Alaska",lme,2013,"Sebastes goodei","Chilipepper rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0318696962
"Gulf of Alaska",lme,2013,"Sebastes goodei","Chilipepper rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0013052657
"Gulf of Alaska",lme,2013,"Sebastes goodei","Chilipepper rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,1.0378200328,1385.2453900507921
"Gulf of Alaska",lme,2013,"Sebastes helvomaculatus","Rosethorn rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.1711156439
"Gulf of Alaska",lme,2013,"Sebastes helvomaculatus","Rosethorn rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0038860815
"Gulf of Alaska",lme,2013,"Sebastes helvomaculatus","Rosethorn rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0913229149
"Gulf of Alaska",lme,2013,"Sebastes helvomaculatus","Rosethorn rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0006839503
"Gulf of Alaska",lme,2013,"Sebastes helvomaculatus","Rosethorn rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0144829086,40.17381663012514
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.1396827080
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.0272161150
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0587615312,13.774775930121788
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000294102,0.010970009686906292
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0000294102,0.010970009686906292
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0015959922,0.37412971662059175
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000007988,0.00029795088038510787
"Gulf of Alaska",lme,2013,"Sebastes jordani","Shortbelly rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0000007988,0.00029795088038510787
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.0124154605,54.04980930118811
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0000062139,0.0022525001103680608
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0000062139,0.0022525001103680608
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.4754543968,2069.856334939776
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.1966791994
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,0.0913325579,397.6096864906504
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0000457120,0.016570194683072005
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0000457120,0.016570194683072005
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,17.3213669252,75407.3183488979
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0086693528,3.1425641477650643
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0086693528,3.1425641477650643
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,1.2301290960
"Gulf of Alaska",lme,2013,"Sebastes melanops","Black rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,157.6199658924,686187.1235398785
"Gulf of Alaska",lme,2013,"Sebastes nigrocinctus","Tiger rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.0025867682
"Gulf of Alaska",lme,2013,"Sebastes nigrocinctus","Tiger rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0071136124
"Gulf of Alaska",lme,2013,"Sebastes nigrocinctus","Tiger rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.4922483077,1365.4365852489964
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Direct human consumption,113.9358937682,237224.6859315269
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0570249719,24.312529375774748
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,bottom trawl,Other,0.0570249719,24.312529375774748
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,pole and line,Direct human consumption,11.4893338281,23921.81707446182
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,pole and line,Fishmeal and fish oil,0.0057504173,2.451683635119819
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,pole and line,Other,0.0057504173,2.451683635119819
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Recreational,Landings,Reported,recreational fishing gear,Direct human consumption,5.7339664640,11938.629246476396
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.0522271234
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0471068396,97.24334496168693
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000235770,0.008546453970180334
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0000235770,0.008546453970180334
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.3414980904
"Gulf of Alaska",lme,2013,"Sebastes paucispinis","Bocaccio rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,32.8665196971,67846.84224632115
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Direct human consumption,719.2073972077,1497453.9039417715
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.3599636623,153.47008211009455
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Other,0.3599636623,153.47008211009455
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.0141302286
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0222046449
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.0867999755
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.9915001663,1876.4319860639082
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0009967468,0.36131195937158517
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0009967468,0.36131195937158517
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,0.0462841762,43.60989274978592
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0000231653,0.008397200599027287
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0000231653,0.008397200599027287
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,unknown class,Direct human consumption,0.7594521853,715.5713047231418
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0003801062,0.13778515400493388
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,unknown class,Other,0.0003801062,0.13778515400493388
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.3516888088
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0165500616
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,0.0443406079,41.77862312089374
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0000221925,0.008044584771399752
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0000221925,0.008044584771399752
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.4425623885,416.99128911995683
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0002215027,0.08029277950481681
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0002215027,0.08029277950481681
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,2.6602758292
"Gulf of Alaska",lme,2013,"Sebastes pinniger","Canary rockfish","Medium reef assoc. fish (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.9930805171,3762.361727216309
"Gulf of Alaska",lme,2013,"Sebastes proriger","Redstripe rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.2255829651
"Gulf of Alaska",lme,2013,"Sebastes proriger","Redstripe rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0000576243
"Gulf of Alaska",lme,2013,"Sebastes proriger","Redstripe rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0005238576,0.1538019342338427
"Gulf of Alaska",lme,2013,"Sebastes reedi","Yellowmouth rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","Canada",Industrial,Landings,Reported,unknown class,Direct human consumption,1088.0087156142,3549664.1768654813
"Gulf of Alaska",lme,2013,"Sebastes rosaceus","Rosy rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.0053677452
"Gulf of Alaska",lme,2013,"Sebastes rosaceus","Rosy rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.0054498369
"Gulf of Alaska",lme,2013,"Sebastes rosaceus","Rosy rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0036332246
"Gulf of Alaska",lme,2013,"Sebastes rosaceus","Rosy rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0044761189
"Gulf of Alaska",lme,2013,"Sebastes rosaceus","Rosy rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,1.0287284606,1114.5309651179396
"Gulf of Alaska",lme,2013,"Sebastes saxicola","Stripetail rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.4627229920
